X Column,Y Columns,output,flag,username,timestamp
Pt Interarrival Time (lambda),"[""Median_Q_Rec_time"", ""Median_Q_ACU_time"", ""Median_ED_doc_%_utilize""]",,,,2024-05-13 13:29:26.591113
